Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
little-fox-milk-white-knitted-sweater,,,,,,,,Size,2-3Y,,,,,MKU-LITTLE-FOX-2-3Y,250,shopify,50,continue,manual,1599.0,2199.0,TRUE,TRUE,,,,,FALSE,Little Fox Milk White Knitted Sweater – Meeeku Kids Fashion,"Shop Little Fox Milk White Knitted Sweater at Meeeku. Pure, skin-safe fabrics crafted for little ones. Fast delivery across India.",,Unisex,Kids,MKU-LITTLE-FOX-2-3Y,new,FALSE,Sweaters,Meeeku,,,,,g,,720,,,active
little-fox-milk-white-knitted-sweater,,,,,,,,Size,3-4Y,,,,,MKU-LITTLE-FOX-3-4Y,250,shopify,50,continue,manual,1599.0,2199.0,TRUE,TRUE,,,,,FALSE,Little Fox Milk White Knitted Sweater – Meeeku Kids Fashion,"Shop Little Fox Milk White Knitted Sweater at Meeeku. Pure, skin-safe fabrics crafted for little ones. Fast delivery across India.",,Unisex,Kids,MKU-LITTLE-FOX-3-4Y,new,FALSE,Sweaters,Meeeku,,,,,g,,720,,,active
honey-bobble-oatmeal-knitted-sweater,Honey Bobble Oatmeal Knitted Sweater,<p>Tactile delight and cozy warmth! Knitted in warm heather oatmeal yarn with playful raised 3D popcorn bobble dots in honey mustard and cinnamon brown.</p><ul><li>Fabric: 100% Breathable Heavyweight Cotton Knit</li><li>Detail: 3D Raised Popcorn Bobble Dots</li><li>Features: Raglan knit construction for easy toddler movement</li><li>Care: Machine Wash Delicate</li></ul>,Meeeku,,Baby Sweaters,"Sweaters, Winterwear, Knitwear, Oatmeal Beige, Polka Bobble, Pure Cotton Knit, 0-6M, 6-12M, 1-2Y, 2-3Y, 3-4Y",TRUE,Size,0-6M,,,,,MKU-HONEY-BOBB-0-6M,250,shopify,50,continue,manual,1599.0,2199.0,TRUE,TRUE,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_honey_bobble_sweater.jpg,1,Honey Bobble Oatmeal Knitted Sweater,FALSE,Honey Bobble Oatmeal Knitted Sweater – Meeeku Kids Fashion,"Shop Honey Bobble Oatmeal Knitted Sweater at Meeeku. Pure, skin-safe fabrics crafted for little ones. Fast delivery across India.",,Unisex,Kids,MKU-HONEY-BOBB-0-6M,new,FALSE,Sweaters,Meeeku,,,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_honey_bobble_sweater.jpg,g,,720,,,active
honey-bobble-oatmeal-knitted-sweater,,,,,,,,Size,6-12M,,,,,MKU-HONEY-BOBB-6-12M,250,shopify,50,continue,manual,1599.0,2199.0,TRUE,TRUE,,,,,FALSE,Honey Bobble Oatmeal Knitted Sweater – Meeeku Kids Fashion,"Shop Honey Bobble Oatmeal Knitted Sweater at Meeeku. Pure, skin-safe fabrics crafted for little ones. Fast delivery across India.",,Unisex,Kids,MKU-HONEY-BOBB-6-12M,new,FALSE,Sweaters,Meeeku,,,,,g,,720,,,active
honey-bobble-oatmeal-knitted-sweater,,,,,,,,Size,1-2Y,,,,,MKU-HONEY-BOBB-1-2Y,250,shopify,50,continue,manual,1599.0,2199.0,TRUE,TRUE,,,,,FALSE,Honey Bobble Oatmeal Knitted Sweater – Meeeku Kids Fashion,"Shop Honey Bobble Oatmeal Knitted Sweater at Meeeku. Pure, skin-safe fabrics crafted for little ones. Fast delivery across India.",,Unisex,Kids,MKU-HONEY-BOBB-1-2Y,new,FALSE,Sweaters,Meeeku,,,,,g,,720,,,active
honey-bobble-oatmeal-knitted-sweater,,,,,,,,Size,2-3Y,,,,,MKU-HONEY-BOBB-2-3Y,250,shopify,50,continue,manual,1599.0,2199.0,TRUE,TRUE,,,,,FALSE,Honey Bobble Oatmeal Knitted Sweater – Meeeku Kids Fashion,"Shop Honey Bobble Oatmeal Knitted Sweater at Meeeku. Pure, skin-safe fabrics crafted for little ones. Fast delivery across India.",,Unisex,Kids,MKU-HONEY-BOBB-2-3Y,new,FALSE,Sweaters,Meeeku,,,,,g,,720,,,active
honey-bobble-oatmeal-knitted-sweater,,,,,,,,Size,3-4Y,,,,,MKU-HONEY-BOBB-3-4Y,250,shopify,50,continue,manual,1599.0,2199.0,TRUE,TRUE,,,,,FALSE,Honey Bobble Oatmeal Knitted Sweater – Meeeku Kids Fashion,"Shop Honey Bobble Oatmeal Knitted Sweater at Meeeku. Pure, skin-safe fabrics crafted for little ones. Fast delivery across India.",,Unisex,Kids,MKU-HONEY-BOBB-3-4Y,new,FALSE,Sweaters,Meeeku,,,,,g,,720,,,active
lilac-tweed-shimmer-bubble-frock,Lilac Tweed Shimmer Bubble Frock,"<p>A royal fairy-tale silhouette! Features an exquisite pastel lilac woven tweed bodice embellished with a delicate pearl cluster bow, pure white ribbed long sleeves, and a shimmering balloon bubble skirt lined with 100% soft muslin cotton.</p><ul><li>Bodice: Premium Woven Lilac Tweed with Pearl Bow</li><li>Skirt: Iridescent Shimmer Organza Bubble Hem</li><li>Lining: 100% Breathable Hypoallergenic Muslin Cotton</li><li>Care: Dry Clean or Gentle Handwash</li></ul>",Meeeku,,Girls Frocks,"Frocks, Dresses, Girls, Lilac, Tweed, Pearl Bow, Shimmer Bubble Skirt, 0-6M, 6-12M, 1-2Y, 2-3Y, 3-4Y",TRUE,Size,0-6M,,,,,MKU-LILAC-TWEE-0-6M,250,shopify,50,continue,manual,1299.0,1799.0,TRUE,TRUE,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_lilac_tweed_bubble_frock.jpg,1,Lilac Tweed Shimmer Bubble Frock,FALSE,Lilac Tweed Shimmer Bubble Frock – Meeeku Kids Fashion,"Shop Lilac Tweed Shimmer Bubble Frock at Meeeku. Pure, skin-safe fabrics crafted for little ones. Fast delivery across India.",,Girls,Kids,MKU-LILAC-TWEE-0-6M,new,FALSE,Frocks,Meeeku,,,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_lilac_tweed_bubble_frock.jpg,g,,585,,,active
lilac-tweed-shimmer-bubble-frock,,,,,,,,Size,6-12M,,,,,MKU-LILAC-TWEE-6-12M,250,shopify,50,continue,manual,1299.0,1799.0,TRUE,TRUE,,,,,FALSE,Lilac Tweed Shimmer Bubble Frock – Meeeku Kids Fashion,"Shop Lilac Tweed Shimmer Bubble Frock at Meeeku. Pure, skin-safe fabrics crafted for little ones. Fast delivery across India.",,Girls,Kids,MKU-LILAC-TWEE-6-12M,new,FALSE,Frocks,Meeeku,,,,,g,,585,,,active
lilac-tweed-shimmer-bubble-frock,,,,,,,,Size,1-2Y,,,,,MKU-LILAC-TWEE-1-2Y,250,shopify,50,continue,manual,1299.0,1799.0,TRUE,TRUE,,,,,FALSE,Lilac Tweed Shimmer Bubble Frock – Meeeku Kids Fashion,"Shop Lilac Tweed Shimmer Bubble Frock at Meeeku. Pure, skin-safe fabrics crafted for little ones. Fast delivery across India.",,Girls,Kids,MKU-LILAC-TWEE-1-2Y,new,FALSE,Frocks,Meeeku,,,,,g,,585,,,active
lilac-tweed-shimmer-bubble-frock,,,,,,,,Size,2-3Y,,,,,MKU-LILAC-TWEE-2-3Y,250,shopify,50,continue,manual,1299.0,1799.0,TRUE,TRUE,,,,,FALSE,Lilac Tweed Shimmer Bubble Frock – Meeeku Kids Fashion,"Shop Lilac Tweed Shimmer Bubble Frock at Meeeku. Pure, skin-safe fabrics crafted for little ones. Fast delivery across India.",,Girls,Kids,MKU-LILAC-TWEE-2-3Y,new,FALSE,Frocks,Meeeku,,,,,g,,585,,,active
lilac-tweed-shimmer-bubble-frock,,,,,,,,Size,3-4Y,,,,,MKU-LILAC-TWEE-3-4Y,250,shopify,50,continue,manual,1299.0,1799.0,TRUE,TRUE,,,,,FALSE,Lilac Tweed Shimmer Bubble Frock – Meeeku Kids Fashion,"Shop Lilac Tweed Shimmer Bubble Frock at Meeeku. Pure, skin-safe fabrics crafted for little ones. Fast delivery across India.",,Girls,Kids,MKU-LILAC-TWEE-3-4Y,new,FALSE,Frocks,Meeeku,,,,,g,,585,,,active
ruby-velvet-bow-bubble-frock,Ruby Velvet Bow Bubble Frock,"<p>Festive luxury at its finest! Designed with deep ruby red ribbed cotton long sleeves under a plush velvet pinafore dress featuring shoulder flutter ruffles, ivory ribbon tie, and a charming voluminous bubble hem.</p><ul><li>Bodice & Sleeves: 100% Pure Ribbed Cotton Knit</li><li>Dress: Ultra-Soft Plush Crushed Velvet</li><li>Set Includes: 2-in-1 Layered Bubble Dress + Matching Red Bow Headband</li><li>Care: Gentle Handwash Cold</li></ul>",Meeeku,,Girls Frocks,"Frocks, Dresses, Girls, Ruby Red, Velvet, Bow Pinafore, Bubble Skirt, 0-6M, 6-12M, 1-2Y, 2-3Y, 3-4Y",TRUE,Size,0-6M,,,,,MKU-RUBY-VELVE-0-6M,250,shopify,50,continue,manual,1299.0,1799.0,TRUE,TRUE,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_ruby_velvet_bubble_frock.jpg,1,Ruby Velvet Bow Bubble Frock,FALSE,Ruby Velvet Bow Bubble Frock – Meeeku Kids Fashion,"Shop Ruby Velvet Bow Bubble Frock at Meeeku. Pure, skin-safe fabrics crafted for little ones. Fast delivery across India.",,Girls,Kids,MKU-RUBY-VELVE-0-6M,new,FALSE,Frocks,Meeeku,,,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_ruby_velvet_bubble_frock.jpg,g,,585,,,active
ruby-velvet-bow-bubble-frock,,,,,,,,Size,6-12M,,,,,MKU-RUBY-VELVE-6-12M,250,shopify,50,continue,manual,1299.0,1799.0,TRUE,TRUE,,,,,FALSE,Ruby Velvet Bow Bubble Frock – Meeeku Kids Fashion,"Shop Ruby Velvet Bow Bubble Frock at Meeeku. Pure, skin-safe fabrics crafted for little ones. Fast delivery across India.",,Girls,Kids,MKU-RUBY-VELVE-6-12M,new,FALSE,Frocks,Meeeku,,,,,g,,585,,,active
ruby-velvet-bow-bubble-frock,,,,,,,,Size,1-2Y,,,,,MKU-RUBY-VELVE-1-2Y,250,shopify,50,continue,manual,1299.0,1799.0,TRUE,TRUE,,,,,FALSE,Ruby Velvet Bow Bubble Frock – Meeeku Kids Fashion,"Shop Ruby Velvet Bow Bubble Frock at Meeeku. Pure, skin-safe fabrics crafted for little ones. Fast delivery across India.",,Girls,Kids,MKU-RUBY-VELVE-1-2Y,new,FALSE,Frocks,Meeeku,,,,,g,,585,,,active
ruby-velvet-bow-bubble-frock,,,,,,,,Size,2-3Y,,,,,MKU-RUBY-VELVE-2-3Y,250,shopify,50,continue,manual,1299.0,1799.0,TRUE,TRUE,,,,,FALSE,Ruby Velvet Bow Bubble Frock – Meeeku Kids Fashion,"Shop Ruby Velvet Bow Bubble Frock at Meeeku. Pure, skin-safe fabrics crafted for little ones. Fast delivery across India.",,Girls,Kids,MKU-RUBY-VELVE-2-3Y,new,FALSE,Frocks,Meeeku,,,,,g,,585,,,active
ruby-velvet-bow-bubble-frock,,,,,,,,Size,3-4Y,,,,,MKU-RUBY-VELVE-3-4Y,250,shopify,50,continue,manual,1299.0,1799.0,TRUE,TRUE,,,,,FALSE,Ruby Velvet Bow Bubble Frock – Meeeku Kids Fashion,"Shop Ruby Velvet Bow Bubble Frock at Meeeku. Pure, skin-safe fabrics crafted for little ones. Fast delivery across India.",,Girls,Kids,MKU-RUBY-VELVE-3-4Y,new,FALSE,Frocks,Meeeku,,,,,g,,585,,,active
camper-van-sunshine-cotton-nightsuit,Camper Van Sunshine Cotton Nightsuit,"<p>Vibrant bedtime road trips! Designed in vivid bright blue featuring illustrated yellow camper vans, sunny skies, beach umbrellas, and soaring seagulls on breathable pure cotton jersey.</p><ul><li>Fabric: 100% Hypoallergenic Combed Pure Cotton</li><li>Set Includes: Button-Down Notch Collar Shirt + Elastic Drawstring Pyjama</li><li>Features: Crisp white piping & non-pinch elastic waist</li><li>Care: Machine Wash Cold</li></ul>",Meeeku,,Kids Nightwear,"Nightwear, Nightsuit, Sleepwear, Blue, Camper Van, Sunshine, Pure Cotton, 0-6M, 6-12M, 1-2Y, 2-3Y, 3-4Y",TRUE,Size,0-6M,,,,,MKU-CAMPER-VAN-0-6M,250,shopify,50,continue,manual,999.0,1399.0,TRUE,TRUE,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_camper_van_nightsuit.jpg,1,Camper Van Sunshine Cotton Nightsuit,FALSE,Camper Van Sunshine Cotton Nightsuit – Meeeku Kids Fashion,"Shop Camper Van Sunshine Cotton Nightsuit at Meeeku. Pure, skin-safe fabrics crafted for little ones. Fast delivery across India.",,Boys,Kids,MKU-CAMPER-VAN-0-6M,new,FALSE,Nightwear,Meeeku,,,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_camper_van_nightsuit.jpg,g,,450,,,active
camper-van-sunshine-cotton-nightsuit,,,,,,,,Size,6-12M,,,,,MKU-CAMPER-VAN-6-12M,250,shopify,50,continue,manual,999.0,1399.0,TRUE,TRUE,,,,,FALSE,Camper Van Sunshine Cotton Nightsuit – Meeeku Kids Fashion,"Shop Camper Van Sunshine Cotton Nightsuit at Meeeku. Pure, skin-safe fabrics crafted for little ones. Fast delivery across India.",,Boys,Kids,MKU-CAMPER-VAN-6-12M,new,FALSE,Nightwear,Meeeku,,,,,g,,450,,,active
camper-van-sunshine-cotton-nightsuit,,,,,,,,Size,1-2Y,,,,,MKU-CAMPER-VAN-1-2Y,250,shopify,50,continue,manual,999.0,1399.0,TRUE,TRUE,,,,,FALSE,Camper Van Sunshine Cotton Nightsuit – Meeeku Kids Fashion,"Shop Camper Van Sunshine Cotton Nightsuit at Meeeku. Pure, skin-safe fabrics crafted for little ones. Fast delivery across India.",,Boys,Kids,MKU-CAMPER-VAN-1-2Y,new,FALSE,Nightwear,Meeeku,,,,,g,,450,,,active
camper-van-sunshine-cotton-nightsuit,,,,,,,,Size,2-3Y,,,,,MKU-CAMPER-VAN-2-3Y,250,shopify,50,continue,manual,999.0,1399.0,TRUE,TRUE,,,,,FALSE,Camper Van Sunshine Cotton Nightsuit – Meeeku Kids Fashion,"Shop Camper Van Sunshine Cotton Nightsuit at Meeeku. Pure, skin-safe fabrics crafted for little ones. Fast delivery across India.",,Boys,Kids,MKU-CAMPER-VAN-2-3Y,new,FALSE,Nightwear,Meeeku,,,,,g,,450,,,active
camper-van-sunshine-cotton-nightsuit,,,,,,,,Size,3-4Y,,,,,MKU-CAMPER-VAN-3-4Y,250,shopify,50,continue,manual,999.0,1399.0,TRUE,TRUE,,,,,FALSE,Camper Van Sunshine Cotton Nightsuit – Meeeku Kids Fashion,"Shop Camper Van Sunshine Cotton Nightsuit at Meeeku. Pure, skin-safe fabrics crafted for little ones. Fast delivery across India.",,Boys,Kids,MKU-CAMPER-VAN-3-4Y,new,FALSE,Nightwear,Meeeku,,,,,g,,450,,,active
street-doodle-peace-cotton-nightsuit,Street Doodle Peace Cotton Nightsuit,"<p>Cool urban dreams! Designed in crisp white pure cotton covered in funky electric blue and lime green street art doodles, flame characters, and peace emblems with striped athletic cuffs.</p><ul><li>Fabric: 100% Pure Combed Cotton Jersey</li><li>Set Includes: Long Sleeve Button Top + Matching Cuffed Jogger Bottoms</li><li>Features: Soft elastic waistband & sporty striped knit cuffs</li><li>Care: Machine Wash Cold Inside Out</li></ul>",Meeeku,,Kids Nightwear,"Nightwear, Nightsuit, Sleepwear, Street Doodle, Peace Signs, Pure Cotton, 0-6M, 6-12M, 1-2Y, 2-3Y, 3-4Y",TRUE,Size,0-6M,,,,,MKU-STREET-DOO-0-6M,250,shopify,50,continue,manual,999.0,1399.0,TRUE,TRUE,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_street_doodle_nightsuit.jpg,1,Street Doodle Peace Cotton Nightsuit,FALSE,Street Doodle Peace Cotton Nightsuit – Meeeku Kids Fashion,"Shop Street Doodle Peace Cotton Nightsuit at Meeeku. Pure, skin-safe fabrics crafted for little ones. Fast delivery across India.",,Boys,Kids,MKU-STREET-DOO-0-6M,new,FALSE,Nightwear,Meeeku,,,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_street_doodle_nightsuit.jpg,g,,450,,,active
street-doodle-peace-cotton-nightsuit,,,,,,,,Size,6-12M,,,,,MKU-STREET-DOO-6-12M,250,shopify,50,continue,manual,999.0,1399.0,TRUE,TRUE,,,,,FALSE,Street Doodle Peace Cotton Nightsuit – Meeeku Kids Fashion,"Shop Street Doodle Peace Cotton Nightsuit at Meeeku. Pure, skin-safe fabrics crafted for little ones. Fast delivery across India.",,Boys,Kids,MKU-STREET-DOO-6-12M,new,FALSE,Nightwear,Meeeku,,,,,g,,450,,,active
street-doodle-peace-cotton-nightsuit,,,,,,,,Size,1-2Y,,,,,MKU-STREET-DOO-1-2Y,250,shopify,50,continue,manual,999.0,1399.0,TRUE,TRUE,,,,,FALSE,Street Doodle Peace Cotton Nightsuit – Meeeku Kids Fashion,"Shop Street Doodle Peace Cotton Nightsuit at Meeeku. Pure, skin-safe fabrics crafted for little ones. Fast delivery across India.",,Boys,Kids,MKU-STREET-DOO-1-2Y,new,FALSE,Nightwear,Meeeku,,,,,g,,450,,,active
street-doodle-peace-cotton-nightsuit,,,,,,,,Size,2-3Y,,,,,MKU-STREET-DOO-2-3Y,250,shopify,50,continue,manual,999.0,1399.0,TRUE,TRUE,,,,,FALSE,Street Doodle Peace Cotton Nightsuit – Meeeku Kids Fashion,"Shop Street Doodle Peace Cotton Nightsuit at Meeeku. Pure, skin-safe fabrics crafted for little ones. Fast delivery across India.",,Boys,Kids,MKU-STREET-DOO-2-3Y,new,FALSE,Nightwear,Meeeku,,,,,g,,450,,,active
street-doodle-peace-cotton-nightsuit,,,,,,,,Size,3-4Y,,,,,MKU-STREET-DOO-3-4Y,250,shopify,50,continue,manual,999.0,1399.0,TRUE,TRUE,,,,,FALSE,Street Doodle Peace Cotton Nightsuit – Meeeku Kids Fashion,"Shop Street Doodle Peace Cotton Nightsuit at Meeeku. Pure, skin-safe fabrics crafted for little ones. Fast delivery across India.",,Boys,Kids,MKU-STREET-DOO-3-4Y,new,FALSE,Nightwear,Meeeku,,,,,g,,450,,,active
pastel-meadow-flora-cotton-nightsuit,Pastel Meadow Flora Cotton Nightsuit,"<p>Gentle bedtime blooms! Crafted from cloud-soft breathable white cotton covered in delicate pastel pink, peach, and leafy wildflower sprigs for restful and soothing sleep.</p><ul><li>Fabric: 100% Pure Organic Cotton</li><li>Set Includes: Crewneck Long Sleeve Sleep Top + Sleep Trousers</li><li>Features: Tagless neckline & flatlock seams for zero itching</li><li>Care: Machine Wash Gentle</li></ul>",Meeeku,,Kids Nightwear,"Nightwear, Nightsuit, Sleepwear, Pastel Pink, Floral Meadow, Pure Cotton, 0-6M, 6-12M, 1-2Y, 2-3Y, 3-4Y",TRUE,Size,0-6M,,,,,MKU-PASTEL-MEA-0-6M,250,shopify,50,continue,manual,999.0,1399.0,TRUE,TRUE,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_pastel_meadow_nightsuit.jpg,1,Pastel Meadow Flora Cotton Nightsuit,FALSE,Pastel Meadow Flora Cotton Nightsuit – Meeeku Kids Fashion,"Shop Pastel Meadow Flora Cotton Nightsuit at Meeeku. Pure, skin-safe fabrics crafted for little ones. Fast delivery across India.",,Girls,Kids,MKU-PASTEL-MEA-0-6M,new,FALSE,Nightwear,Meeeku,,,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_pastel_meadow_nightsuit.jpg,g,,450,,,active
pastel-meadow-flora-cotton-nightsuit,,,,,,,,Size,6-12M,,,,,MKU-PASTEL-MEA-6-12M,250,shopify,50,continue,manual,999.0,1399.0,TRUE,TRUE,,,,,FALSE,Pastel Meadow Flora Cotton Nightsuit – Meeeku Kids Fashion,"Shop Pastel Meadow Flora Cotton Nightsuit at Meeeku. Pure, skin-safe fabrics crafted for little ones. Fast delivery across India.",,Girls,Kids,MKU-PASTEL-MEA-6-12M,new,FALSE,Nightwear,Meeeku,,,,,g,,450,,,active
pastel-meadow-flora-cotton-nightsuit,,,,,,,,Size,1-2Y,,,,,MKU-PASTEL-MEA-1-2Y,250,shopify,50,continue,manual,999.0,1399.0,TRUE,TRUE,,,,,FALSE,Pastel Meadow Flora Cotton Nightsuit – Meeeku Kids Fashion,"Shop Pastel Meadow Flora Cotton Nightsuit at Meeeku. Pure, skin-safe fabrics crafted for little ones. Fast delivery across India.",,Girls,Kids,MKU-PASTEL-MEA-1-2Y,new,FALSE,Nightwear,Meeeku,,,,,g,,450,,,active
pastel-meadow-flora-cotton-nightsuit,,,,,,,,Size,2-3Y,,,,,MKU-PASTEL-MEA-2-3Y,250,shopify,50,continue,manual,999.0,1399.0,TRUE,TRUE,,,,,FALSE,Pastel Meadow Flora Cotton Nightsuit – Meeeku Kids Fashion,"Shop Pastel Meadow Flora Cotton Nightsuit at Meeeku. Pure, skin-safe fabrics crafted for little ones. Fast delivery across India.",,Girls,Kids,MKU-PASTEL-MEA-2-3Y,new,FALSE,Nightwear,Meeeku,,,,,g,,450,,,active
pastel-meadow-flora-cotton-nightsuit,,,,,,,,Size,3-4Y,,,,,MKU-PASTEL-MEA-3-4Y,250,shopify,50,continue,manual,999.0,1399.0,TRUE,TRUE,,,,,FALSE,Pastel Meadow Flora Cotton Nightsuit – Meeeku Kids Fashion,"Shop Pastel Meadow Flora Cotton Nightsuit at Meeeku. Pure, skin-safe fabrics crafted for little ones. Fast delivery across India.",,Girls,Kids,MKU-PASTEL-MEA-3-4Y,new,FALSE,Nightwear,Meeeku,,,,,g,,450,,,active
nap-queen-hearts-cotton-nightsuit,Nap Queen Hearts Cotton Nightsuit,"<p>For your little nap royalty! Rendered in sunny buttercup yellow with oversized sweet pink heart outlines and playful ""NAP QUEEN"" typography on ultra-soft stretchy combed cotton.</p><ul><li>Fabric: 100% Super-Combed Stretch Cotton</li><li>Set Includes: Long Sleeve Sleep Shirt + Elasticated Sleep Pants</li><li>Features: Snug ankle cuffs & gentle tummy elastic</li><li>Care: Machine Wash Cold</li></ul>",Meeeku,,Kids Nightwear,"Nightwear, Nightsuit, Sleepwear, Pastel Yellow, Pink Hearts, Nap Queen, Pure Cotton, 0-6M, 6-12M, 1-2Y, 2-3Y, 3-4Y",TRUE,Size,0-6M,,,,,MKU-NAP-QUEEN--0-6M,250,shopify,50,continue,manual,999.0,1399.0,TRUE,TRUE,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_nap_queen_nightsuit.jpg,1,Nap Queen Hearts Cotton Nightsuit,FALSE,Nap Queen Hearts Cotton Nightsuit – Meeeku Kids Fashion,"Shop Nap Queen Hearts Cotton Nightsuit at Meeeku. Pure, skin-safe fabrics crafted for little ones. Fast delivery across India.",,Girls,Kids,MKU-NAP-QUEEN--0-6M,new,FALSE,Nightwear,Meeeku,,,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_nap_queen_nightsuit.jpg,g,,450,,,active
nap-queen-hearts-cotton-nightsuit,,,,,,,,Size,6-12M,,,,,MKU-NAP-QUEEN--6-12M,250,shopify,50,continue,manual,999.0,1399.0,TRUE,TRUE,,,,,FALSE,Nap Queen Hearts Cotton Nightsuit – Meeeku Kids Fashion,"Shop Nap Queen Hearts Cotton Nightsuit at Meeeku. Pure, skin-safe fabrics crafted for little ones. Fast delivery across India.",,Girls,Kids,MKU-NAP-QUEEN--6-12M,new,FALSE,Nightwear,Meeeku,,,,,g,,450,,,active
nap-queen-hearts-cotton-nightsuit,,,,,,,,Size,1-2Y,,,,,MKU-NAP-QUEEN--1-2Y,250,shopify,50,continue,manual,999.0,1399.0,TRUE,TRUE,,,,,FALSE,Nap Queen Hearts Cotton Nightsuit – Meeeku Kids Fashion,"Shop Nap Queen Hearts Cotton Nightsuit at Meeeku. Pure, skin-safe fabrics crafted for little ones. Fast delivery across India.",,Girls,Kids,MKU-NAP-QUEEN--1-2Y,new,FALSE,Nightwear,Meeeku,,,,,g,,450,,,active
nap-queen-hearts-cotton-nightsuit,,,,,,,,Size,2-3Y,,,,,MKU-NAP-QUEEN--2-3Y,250,shopify,50,continue,manual,999.0,1399.0,TRUE,TRUE,,,,,FALSE,Nap Queen Hearts Cotton Nightsuit – Meeeku Kids Fashion,"Shop Nap Queen Hearts Cotton Nightsuit at Meeeku. Pure, skin-safe fabrics crafted for little ones. Fast delivery across India.",,Girls,Kids,MKU-NAP-QUEEN--2-3Y,new,FALSE,Nightwear,Meeeku,,,,,g,,450,,,active
nap-queen-hearts-cotton-nightsuit,,,,,,,,Size,3-4Y,,,,,MKU-NAP-QUEEN--3-4Y,250,shopify,50,continue,manual,999.0,1399.0,TRUE,TRUE,,,,,FALSE,Nap Queen Hearts Cotton Nightsuit – Meeeku Kids Fashion,"Shop Nap Queen Hearts Cotton Nightsuit at Meeeku. Pure, skin-safe fabrics crafted for little ones. Fast delivery across India.",,Girls,Kids,MKU-NAP-QUEEN--3-4Y,new,FALSE,Nightwear,Meeeku,,,,,g,,450,,,active
meadow-sprig-piped-cotton-nightsuit,Meadow Sprig Piped Cotton Nightsuit,"<p>Timeless classic luxury sleepwear! Crafted in pristine ivory pure cotton with dainty botanical micro-floral sprigs, finished with elegant midnight navy contrast piping and chest pocket.</p><ul><li>Fabric: 100% Pure Organic Combed Cotton</li><li>Set Includes: Button-Down Collared Sleep Shirt + Pyjama Pants</li><li>Features: Contrast navy satin piping & chest pocket</li><li>Care: Machine Wash Cold</li></ul>",Meeeku,,Kids Nightwear,"Nightwear, Nightsuit, Sleepwear, Ivory, Meadow Sprig, Navy Piping, Pure Cotton, 0-6M, 6-12M, 1-2Y, 2-3Y, 3-4Y",TRUE,Size,0-6M,,,,,MKU-MEADOW-SPR-0-6M,250,shopify,50,continue,manual,999.0,1399.0,TRUE,TRUE,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_meadow_sprig_nightsuit.jpg,1,Meadow Sprig Piped Cotton Nightsuit,FALSE,Meadow Sprig Piped Cotton Nightsuit – Meeeku Kids Fashion,"Shop Meadow Sprig Piped Cotton Nightsuit at Meeeku. Pure, skin-safe fabrics crafted for little ones. Fast delivery across India.",,Unisex,Kids,MKU-MEADOW-SPR-0-6M,new,FALSE,Nightwear,Meeeku,,,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_meadow_sprig_nightsuit.jpg,g,,450,,,active
