Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Variant Image,Variant Weight Unit,Cost per item,Status
tiny-dino-doodles-tee,Tiny Dino Doodles Cotton Tee,"<p>Bright, cheerful, and full of prehistoric fun! This crisp white long-sleeve tee features hand-drawn watercolor dinosaur illustrations. Lightweight, 100% breathable organic cotton prevents rashes and keeps toddlers cool and happy.</p><ul><li>Fabric: 100% Breathable Organic Cotton</li><li>Print: Multi-Color Storybook Dinosaur Art</li><li>Features: Shoulder snap ease & flatlock seams</li><li>Care: Machine Wash Cold</li></ul>",Meeeku,,Basic T-Shirts,"Basic Tee, Everyday Cotton, White, Dinosaur, Dino, 0-6M, 6-12M, 12-18M, 18-24M, 2-3Y",TRUE,Size,0-6M,,,,,MEEK-TEE-DIN-0-6M,120,shopify,50,deny,manual,599.00,899.00,TRUE,TRUE,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_dino_tee.jpg,1,Tiny Dino Doodles Cotton Tee - Flatlay,FALSE,Tiny Dino Doodles Cotton Tee - Meeeku,"Shop Tiny Dino Doodles Cotton Tee (0-6M to 2-3Y) at Meeeku. 100% Combed Cotton, zero-itch guarantee.",,Unisex,Kids,,New,FALSE,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_dino_tee.jpg,g,220.00,active
tiny-dino-doodles-tee,,,Meeeku,,,,TRUE,Size,6-12M,,,,,MEEK-TEE-DIN-6-12M,130,shopify,50,deny,manual,599.00,899.00,TRUE,TRUE,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_dino_tee.jpg,1,Tiny Dino Doodles Cotton Tee - Flatlay,FALSE,,,,Unisex,Kids,,New,FALSE,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_dino_tee.jpg,g,220.00,active
tiny-dino-doodles-tee,,,Meeeku,,,,TRUE,Size,12-18M,,,,,MEEK-TEE-DIN-12-18M,140,shopify,50,deny,manual,599.00,899.00,TRUE,TRUE,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_dino_tee.jpg,1,Tiny Dino Doodles Cotton Tee - Flatlay,FALSE,,,,Unisex,Kids,,New,FALSE,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_dino_tee.jpg,g,220.00,active
tiny-dino-doodles-tee,,,Meeeku,,,,TRUE,Size,18-24M,,,,,MEEK-TEE-DIN-18-24M,150,shopify,50,deny,manual,599.00,899.00,TRUE,TRUE,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_dino_tee.jpg,1,Tiny Dino Doodles Cotton Tee - Flatlay,FALSE,,,,Unisex,Kids,,New,FALSE,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_dino_tee.jpg,g,220.00,active
tiny-dino-doodles-tee,,,Meeeku,,,,TRUE,Size,2-3Y,,,,,MEEK-TEE-DIN-2-3Y,160,shopify,50,deny,manual,599.00,899.00,TRUE,TRUE,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_dino_tee.jpg,1,Tiny Dino Doodles Cotton Tee - Flatlay,FALSE,,,,Unisex,Kids,,New,FALSE,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_dino_tee.jpg,g,220.00,active
little-night-owl-starlit-tee,Little Night Owl Starlit Cotton Tee,<p>Cozy bedtime stories come alive in this pure white cotton tee featuring two sleepy watercolor owls perched under a crescent moon and starlit sky. Butter-soft pure cotton ensures snuggly comfort for naps and daycare adventures.</p><ul><li>Fabric: 100% Premium Pure Cotton</li><li>Graphic: Watercolor Night Owl & Crescent Moon</li><li>Features: Extra-soft baby ribbing & smooth cuffs</li><li>Care: Machine Wash Cold</li></ul>,Meeeku,,Basic T-Shirts,"Basic Tee, Everyday Cotton, White, Owl, Starlit, 0-6M, 6-12M, 12-18M, 18-24M, 2-3Y",TRUE,Size,0-6M,,,,,MEEK-TEE-OWL-0-6M,120,shopify,50,deny,manual,599.00,899.00,TRUE,TRUE,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_owl_tee.jpg,1,Little Night Owl Starlit Cotton Tee - Flatlay,FALSE,Little Night Owl Starlit Cotton Tee - Meeeku,"Shop Little Night Owl Starlit Cotton Tee (0-6M to 2-3Y) at Meeeku. 100% Combed Cotton, zero-itch guarantee.",,Unisex,Kids,,New,FALSE,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_owl_tee.jpg,g,220.00,active
little-night-owl-starlit-tee,,,Meeeku,,,,TRUE,Size,6-12M,,,,,MEEK-TEE-OWL-6-12M,130,shopify,50,deny,manual,599.00,899.00,TRUE,TRUE,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_owl_tee.jpg,1,Little Night Owl Starlit Cotton Tee - Flatlay,FALSE,,,,Unisex,Kids,,New,FALSE,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_owl_tee.jpg,g,220.00,active
little-night-owl-starlit-tee,,,Meeeku,,,,TRUE,Size,12-18M,,,,,MEEK-TEE-OWL-12-18M,140,shopify,50,deny,manual,599.00,899.00,TRUE,TRUE,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_owl_tee.jpg,1,Little Night Owl Starlit Cotton Tee - Flatlay,FALSE,,,,Unisex,Kids,,New,FALSE,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_owl_tee.jpg,g,220.00,active
little-night-owl-starlit-tee,,,Meeeku,,,,TRUE,Size,18-24M,,,,,MEEK-TEE-OWL-18-24M,150,shopify,50,deny,manual,599.00,899.00,TRUE,TRUE,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_owl_tee.jpg,1,Little Night Owl Starlit Cotton Tee - Flatlay,FALSE,,,,Unisex,Kids,,New,FALSE,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_owl_tee.jpg,g,220.00,active
little-night-owl-starlit-tee,,,Meeeku,,,,TRUE,Size,2-3Y,,,,,MEEK-TEE-OWL-2-3Y,160,shopify,50,deny,manual,599.00,899.00,TRUE,TRUE,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_owl_tee.jpg,1,Little Night Owl Starlit Cotton Tee - Flatlay,FALSE,,,,Unisex,Kids,,New,FALSE,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_owl_tee.jpg,g,220.00,active
mighty-little-lion-tee,Mighty Little Lion Cotton Tee,"<p>Roar with joy in this sunny, cheerful baby tee! Featuring friendly golden-maned lions and 'L is for Lion' graphics on super-soft combed white cotton. Designed for maximum flexibility during crawls, steps, and tummy time.</p><ul><li>Fabric: 100% Combed Breathable Cotton</li><li>Detail: Joyful Lion Character Art</li><li>Features: Tagless comfort and shape-retaining stretch</li><li>Care: Machine Wash Gentle</li></ul>",Meeeku,,Basic T-Shirts,"Basic Tee, Everyday Cotton, White, Lion, Safari, 0-6M, 6-12M, 12-18M, 18-24M, 2-3Y",TRUE,Size,0-6M,,,,,MEEK-TEE-LIO-0-6M,120,shopify,50,deny,manual,599.00,899.00,TRUE,TRUE,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_lion_tee.jpg,1,Mighty Little Lion Cotton Tee - Flatlay,FALSE,Mighty Little Lion Cotton Tee - Meeeku,"Shop Mighty Little Lion Cotton Tee (0-6M to 2-3Y) at Meeeku. 100% Combed Cotton, zero-itch guarantee.",,Unisex,Kids,,New,FALSE,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_lion_tee.jpg,g,220.00,active
mighty-little-lion-tee,,,Meeeku,,,,TRUE,Size,6-12M,,,,,MEEK-TEE-LIO-6-12M,130,shopify,50,deny,manual,599.00,899.00,TRUE,TRUE,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_lion_tee.jpg,1,Mighty Little Lion Cotton Tee - Flatlay,FALSE,,,,Unisex,Kids,,New,FALSE,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_lion_tee.jpg,g,220.00,active
mighty-little-lion-tee,,,Meeeku,,,,TRUE,Size,12-18M,,,,,MEEK-TEE-LIO-12-18M,140,shopify,50,deny,manual,599.00,899.00,TRUE,TRUE,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_lion_tee.jpg,1,Mighty Little Lion Cotton Tee - Flatlay,FALSE,,,,Unisex,Kids,,New,FALSE,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_lion_tee.jpg,g,220.00,active
mighty-little-lion-tee,,,Meeeku,,,,TRUE,Size,18-24M,,,,,MEEK-TEE-LIO-18-24M,150,shopify,50,deny,manual,599.00,899.00,TRUE,TRUE,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_lion_tee.jpg,1,Mighty Little Lion Cotton Tee - Flatlay,FALSE,,,,Unisex,Kids,,New,FALSE,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_lion_tee.jpg,g,220.00,active
mighty-little-lion-tee,,,Meeeku,,,,TRUE,Size,2-3Y,,,,,MEEK-TEE-LIO-2-3Y,160,shopify,50,deny,manual,599.00,899.00,TRUE,TRUE,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_lion_tee.jpg,1,Mighty Little Lion Cotton Tee - Flatlay,FALSE,,,,Unisex,Kids,,New,FALSE,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_lion_tee.jpg,g,220.00,active
cosmic-safari-doodle-tee,Cosmic Safari Doodle Cotton Tee,"<p>A whimsical fusion of jungle safari and space exploration! Giraffes, elephants, planets, and moons dance across this ultra-breathable pure cotton tee. Perfect for curious minds and active toddlers on the go.</p><ul><li>Fabric: 100% Pure Lightweight Cotton</li><li>Print: All-Over Galaxy Safari Animal Doodles</li><li>Features: Zero-itch neckline & reinforced stitching</li><li>Care: Machine Wash Gentle Cycle</li></ul>",Meeeku,,Basic T-Shirts,"Basic Tee, Everyday Cotton, White, Cosmic Safari, Galaxy, Animals, 0-6M, 6-12M, 12-18M, 18-24M, 2-3Y",TRUE,Size,0-6M,,,,,MEEK-TEE-SAF-0-6M,120,shopify,50,deny,manual,599.00,899.00,TRUE,TRUE,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_cosmic_safari_tee.jpg,1,Cosmic Safari Doodle Cotton Tee - Flatlay,FALSE,Cosmic Safari Doodle Cotton Tee - Meeeku,"Shop Cosmic Safari Doodle Cotton Tee (0-6M to 2-3Y) at Meeeku. 100% Combed Cotton, zero-itch guarantee.",,Unisex,Kids,,New,FALSE,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_cosmic_safari_tee.jpg,g,220.00,active
cosmic-safari-doodle-tee,,,Meeeku,,,,TRUE,Size,6-12M,,,,,MEEK-TEE-SAF-6-12M,130,shopify,50,deny,manual,599.00,899.00,TRUE,TRUE,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_cosmic_safari_tee.jpg,1,Cosmic Safari Doodle Cotton Tee - Flatlay,FALSE,,,,Unisex,Kids,,New,FALSE,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_cosmic_safari_tee.jpg,g,220.00,active
cosmic-safari-doodle-tee,,,Meeeku,,,,TRUE,Size,12-18M,,,,,MEEK-TEE-SAF-12-18M,140,shopify,50,deny,manual,599.00,899.00,TRUE,TRUE,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_cosmic_safari_tee.jpg,1,Cosmic Safari Doodle Cotton Tee - Flatlay,FALSE,,,,Unisex,Kids,,New,FALSE,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_cosmic_safari_tee.jpg,g,220.00,active
cosmic-safari-doodle-tee,,,Meeeku,,,,TRUE,Size,18-24M,,,,,MEEK-TEE-SAF-18-24M,150,shopify,50,deny,manual,599.00,899.00,TRUE,TRUE,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_cosmic_safari_tee.jpg,1,Cosmic Safari Doodle Cotton Tee - Flatlay,FALSE,,,,Unisex,Kids,,New,FALSE,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_cosmic_safari_tee.jpg,g,220.00,active
cosmic-safari-doodle-tee,,,Meeeku,,,,TRUE,Size,2-3Y,,,,,MEEK-TEE-SAF-2-3Y,160,shopify,50,deny,manual,599.00,899.00,TRUE,TRUE,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_cosmic_safari_tee.jpg,1,Cosmic Safari Doodle Cotton Tee - Flatlay,FALSE,,,,Unisex,Kids,,New,FALSE,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_cosmic_safari_tee.jpg,g,220.00,active
daisy-frill-blue-tee,Periwinkle Daisy Frill Cotton Tee,"<p>An adorable periwinkle lavender-blue baby tee crafted from 100% breathable organic combed cotton. Features an elegant ruffled Peter Pan collar, gentle ruffled sleeve cuffs, snap-button neckline ease, and dainty white daisy floral sprigs. Zero-itch and ultra soft for sensitive baby skin.</p><ul><li>Fabric: 100% Combed Organic Cotton</li><li>Neckline: Ruffled Peter Pan Frill Collar with Snap Back</li><li>Sleeves: Elasticated Ruffled Cuffs</li><li>Care: Machine Wash Gentle Cold</li></ul>",Meeeku,,Basic T-Shirts,"Basic Tee, Everyday Cotton, Periwinkle Blue, Daisy, Floral, Ruffle Collar, 0-6M, 6-12M, 12-18M, 18-24M, 2-3Y",TRUE,Size,0-6M,,,,,MEEK-TEE-DAISY-0-6M,120,shopify,50,deny,manual,599.00,899.00,TRUE,TRUE,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_daisy_frill_tee.jpg,1,Periwinkle Daisy Frill Cotton Tee - Flatlay,FALSE,Periwinkle Daisy Frill Cotton Tee - Meeeku,"Shop Periwinkle Daisy Frill Cotton Tee (0-6M to 2-3Y) at Meeeku. 100% Combed Cotton, zero-itch guarantee.",,Unisex,Kids,,New,FALSE,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_daisy_frill_tee.jpg,g,220.00,active
daisy-frill-blue-tee,,,Meeeku,,,,TRUE,Size,6-12M,,,,,MEEK-TEE-DAISY-6-12M,130,shopify,50,deny,manual,599.00,899.00,TRUE,TRUE,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_daisy_frill_tee.jpg,1,Periwinkle Daisy Frill Cotton Tee - Flatlay,FALSE,,,,Unisex,Kids,,New,FALSE,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_daisy_frill_tee.jpg,g,220.00,active
daisy-frill-blue-tee,,,Meeeku,,,,TRUE,Size,12-18M,,,,,MEEK-TEE-DAISY-12-18M,140,shopify,50,deny,manual,599.00,899.00,TRUE,TRUE,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_daisy_frill_tee.jpg,1,Periwinkle Daisy Frill Cotton Tee - Flatlay,FALSE,,,,Unisex,Kids,,New,FALSE,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_daisy_frill_tee.jpg,g,220.00,active
daisy-frill-blue-tee,,,Meeeku,,,,TRUE,Size,18-24M,,,,,MEEK-TEE-DAISY-18-24M,150,shopify,50,deny,manual,599.00,899.00,TRUE,TRUE,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_daisy_frill_tee.jpg,1,Periwinkle Daisy Frill Cotton Tee - Flatlay,FALSE,,,,Unisex,Kids,,New,FALSE,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_daisy_frill_tee.jpg,g,220.00,active
daisy-frill-blue-tee,,,Meeeku,,,,TRUE,Size,2-3Y,,,,,MEEK-TEE-DAISY-2-3Y,160,shopify,50,deny,manual,599.00,899.00,TRUE,TRUE,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_daisy_frill_tee.jpg,1,Periwinkle Daisy Frill Cotton Tee - Flatlay,FALSE,,,,Unisex,Kids,,New,FALSE,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_daisy_frill_tee.jpg,g,220.00,active
vanilla-cream-eyelet-coord,Vanilla Cream Ruffled Eyelet Co-ord Set,"<p>A luxurious 2-piece lounge set crafted from heavyweight, butter-soft combed cotton in a warm vanilla cream hue. Features an oversized statement eyelet-embroidered Peter Pan collar with delicate scalloped ruffles, balloon sleeves, and matching elasticated jogger pants.</p><ul><li>Fabric: 100% Combed Organic Cotton</li><li>Collar: Embroidered Scalloped Eyelet Peter Pan Collar</li><li>Set Includes: Long Sleeve Ruffle Sweatshirt + Jogger Pyjamas</li><li>Care: Machine Wash Gentle Cold</li></ul>",Meeeku,,Co-ord Sets,"Co-ord Set, 2-Piece, Vanilla Cream, Eyelet Collar, Organic Cotton, 0-6M, 6-12M, 12-18M, 18-24M, 2-3Y",TRUE,Size,0-6M,,,,,MEEK-CRD-VAN-0-6M,180,shopify,40,deny,manual,1299.00,1699.00,TRUE,TRUE,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_vanilla_cream_coord.jpg,1,Vanilla Cream Ruffled Eyelet Co-ord Set - Flatlay,FALSE,Vanilla Cream Ruffled Eyelet Co-ord Set - Meeeku,Shop Vanilla Cream Ruffled Eyelet Co-ord Set (0-6M to 2-3Y) at Meeeku. 100% Combed Organic Cotton 2-piece set.,,Unisex,Kids,,New,FALSE,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_vanilla_cream_coord.jpg,g,320.00,active
vanilla-cream-eyelet-coord,,,Meeeku,,,,TRUE,Size,6-12M,,,,,MEEK-CRD-VAN-6-12M,200,shopify,40,deny,manual,1299.00,1699.00,TRUE,TRUE,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_vanilla_cream_coord.jpg,1,Vanilla Cream Ruffled Eyelet Co-ord Set - Flatlay,FALSE,,,,Unisex,Kids,,New,FALSE,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_vanilla_cream_coord.jpg,g,320.00,active
vanilla-cream-eyelet-coord,,,Meeeku,,,,TRUE,Size,12-18M,,,,,MEEK-CRD-VAN-12-18M,220,shopify,40,deny,manual,1299.00,1699.00,TRUE,TRUE,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_vanilla_cream_coord.jpg,1,Vanilla Cream Ruffled Eyelet Co-ord Set - Flatlay,FALSE,,,,Unisex,Kids,,New,FALSE,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_vanilla_cream_coord.jpg,g,320.00,active
vanilla-cream-eyelet-coord,,,Meeeku,,,,TRUE,Size,18-24M,,,,,MEEK-CRD-VAN-18-24M,240,shopify,40,deny,manual,1299.00,1699.00,TRUE,TRUE,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_vanilla_cream_coord.jpg,1,Vanilla Cream Ruffled Eyelet Co-ord Set - Flatlay,FALSE,,,,Unisex,Kids,,New,FALSE,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_vanilla_cream_coord.jpg,g,320.00,active
vanilla-cream-eyelet-coord,,,Meeeku,,,,TRUE,Size,2-3Y,,,,,MEEK-CRD-VAN-2-3Y,260,shopify,40,deny,manual,1299.00,1699.00,TRUE,TRUE,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_vanilla_cream_coord.jpg,1,Vanilla Cream Ruffled Eyelet Co-ord Set - Flatlay,FALSE,,,,Unisex,Kids,,New,FALSE,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_vanilla_cream_coord.jpg,g,320.00,active
pink-ribbon-peplum-coord,Pink Ribbon Bow Peplum Co-ord Set,"<p>Sweet ballet charm! This 2-piece set features a baby pink ribbed cotton peplum tunic top with all-over bright pink ribbon bow prints, snap shoulder buttons for easy dressing, and matching ribbed trousers with an adorable bow drawstring.</p><ul><li>Fabric: 100% Breathable Ribbed Cotton</li><li>Top Style: Flared Peplum Tunic with Shoulder Snaps</li><li>Pants: Elasticated Ribbed Trousers with Drawstring</li><li>Care: Machine Wash Gentle</li></ul>",Meeeku,,Co-ord Sets,"Co-ord Set, 2-Piece, Pink Ribbon, Peplum, Ribbed Cotton, 0-6M, 6-12M, 12-18M, 18-24M, 2-3Y",TRUE,Size,0-6M,,,,,MEEK-CRD-RIB-0-6M,180,shopify,40,deny,manual,1299.00,1699.00,TRUE,TRUE,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_pink_ribbon_peplum_coord.jpg,1,Pink Ribbon Bow Peplum Co-ord Set - Flatlay,FALSE,Pink Ribbon Bow Peplum Co-ord Set - Meeeku,Shop Pink Ribbon Bow Peplum Co-ord Set (0-6M to 2-3Y) at Meeeku. 100% Combed Organic Cotton 2-piece set.,,Unisex,Kids,,New,FALSE,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_pink_ribbon_peplum_coord.jpg,g,320.00,active
pink-ribbon-peplum-coord,,,Meeeku,,,,TRUE,Size,6-12M,,,,,MEEK-CRD-RIB-6-12M,200,shopify,40,deny,manual,1299.00,1699.00,TRUE,TRUE,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_pink_ribbon_peplum_coord.jpg,1,Pink Ribbon Bow Peplum Co-ord Set - Flatlay,FALSE,,,,Unisex,Kids,,New,FALSE,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_pink_ribbon_peplum_coord.jpg,g,320.00,active
pink-ribbon-peplum-coord,,,Meeeku,,,,TRUE,Size,12-18M,,,,,MEEK-CRD-RIB-12-18M,220,shopify,40,deny,manual,1299.00,1699.00,TRUE,TRUE,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_pink_ribbon_peplum_coord.jpg,1,Pink Ribbon Bow Peplum Co-ord Set - Flatlay,FALSE,,,,Unisex,Kids,,New,FALSE,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_pink_ribbon_peplum_coord.jpg,g,320.00,active
pink-ribbon-peplum-coord,,,Meeeku,,,,TRUE,Size,18-24M,,,,,MEEK-CRD-RIB-18-24M,240,shopify,40,deny,manual,1299.00,1699.00,TRUE,TRUE,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_pink_ribbon_peplum_coord.jpg,1,Pink Ribbon Bow Peplum Co-ord Set - Flatlay,FALSE,,,,Unisex,Kids,,New,FALSE,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_pink_ribbon_peplum_coord.jpg,g,320.00,active
pink-ribbon-peplum-coord,,,Meeeku,,,,TRUE,Size,2-3Y,,,,,MEEK-CRD-RIB-2-3Y,260,shopify,40,deny,manual,1299.00,1699.00,TRUE,TRUE,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_pink_ribbon_peplum_coord.jpg,1,Pink Ribbon Bow Peplum Co-ord Set - Flatlay,FALSE,,,,Unisex,Kids,,New,FALSE,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_pink_ribbon_peplum_coord.jpg,g,320.00,active
farm-friends-storybook-coord,Little Farm Friends Storybook Co-ord Set,"<p>Storytime comfort for little explorers! Crafted from pure white hypoallergenic cotton, featuring a cozy envelope-neck long-sleeve tee with storybook sheep, bunny, hen, and sun illustrations, paired with all-over matching farm animals cuffed pyjamas.</p><ul><li>Fabric: 100% Hypoallergenic Soft Cotton</li><li>Neckline: Easy Dressing Envelope Neck</li><li>Print: Storybook Farm Animals & Sun Graphic</li><li>Care: Machine Wash Cold</li></ul>",Meeeku,,Co-ord Sets,"Co-ord Set, 2-Piece, Farm Animals, Storybook, Pure Cotton, 0-6M, 6-12M, 12-18M, 18-24M, 2-3Y",TRUE,Size,0-6M,,,,,MEEK-CRD-FRM-0-6M,180,shopify,40,deny,manual,1299.00,1699.00,TRUE,TRUE,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_farm_friends_coord.jpg,1,Little Farm Friends Storybook Co-ord Set - Flatlay,FALSE,Little Farm Friends Storybook Co-ord Set - Meeeku,Shop Little Farm Friends Storybook Co-ord Set (0-6M to 2-3Y) at Meeeku. 100% Combed Organic Cotton 2-piece set.,,Unisex,Kids,,New,FALSE,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_farm_friends_coord.jpg,g,320.00,active
farm-friends-storybook-coord,,,Meeeku,,,,TRUE,Size,6-12M,,,,,MEEK-CRD-FRM-6-12M,200,shopify,40,deny,manual,1299.00,1699.00,TRUE,TRUE,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_farm_friends_coord.jpg,1,Little Farm Friends Storybook Co-ord Set - Flatlay,FALSE,,,,Unisex,Kids,,New,FALSE,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_farm_friends_coord.jpg,g,320.00,active
farm-friends-storybook-coord,,,Meeeku,,,,TRUE,Size,12-18M,,,,,MEEK-CRD-FRM-12-18M,220,shopify,40,deny,manual,1299.00,1699.00,TRUE,TRUE,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_farm_friends_coord.jpg,1,Little Farm Friends Storybook Co-ord Set - Flatlay,FALSE,,,,Unisex,Kids,,New,FALSE,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_farm_friends_coord.jpg,g,320.00,active
farm-friends-storybook-coord,,,Meeeku,,,,TRUE,Size,18-24M,,,,,MEEK-CRD-FRM-18-24M,240,shopify,40,deny,manual,1299.00,1699.00,TRUE,TRUE,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_farm_friends_coord.jpg,1,Little Farm Friends Storybook Co-ord Set - Flatlay,FALSE,,,,Unisex,Kids,,New,FALSE,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_farm_friends_coord.jpg,g,320.00,active
farm-friends-storybook-coord,,,Meeeku,,,,TRUE,Size,2-3Y,,,,,MEEK-CRD-FRM-2-3Y,260,shopify,40,deny,manual,1299.00,1699.00,TRUE,TRUE,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_farm_friends_coord.jpg,1,Little Farm Friends Storybook Co-ord Set - Flatlay,FALSE,,,,Unisex,Kids,,New,FALSE,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_farm_friends_coord.jpg,g,320.00,active
